Autor,Pieza,Gen,Subg,Jornada,Parlamento,Verso,Personaje,Tipo,Sexo,Texto
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,212,HÉRCULES,,X,"se alimentaban crueles,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,213,HÉRCULES,,X,"eché las manos, sintiendo"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,214,HÉRCULES,,X,"que en el corazón me muerden,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,215,HÉRCULES,,X,y sin instinto y con rabia
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,216,HÉRCULES,,X,las apreté de tal suerte
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,217,HÉRCULES,,X,que reventaron –¿qué mucho
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,218,HÉRCULES,,X,"que allí mis manos venciesen,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,219,HÉRCULES,,X,si eran diez áspides y ellas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,220,HÉRCULES,,X,dos víboras solamente?–.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,221,HÉRCULES,,X,"Crecí prodigio, crecí"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,222,HÉRCULES,,X,asombro a la humana gente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,223,HÉRCULES,,X,"tan destinado a fatigas,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,224,HÉRCULES,,X,a desaires y a desdenes
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,225,HÉRCULES,,X,de la fortuna que toda
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,226,HÉRCULES,,X,su saña junta parece
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,227,HÉRCULES,,X,que contra mí amotinada
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,228,HÉRCULES,,X,"o se conjura o se mueve,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,229,HÉRCULES,,X,"pero en vano, pues no hubo"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,230,HÉRCULES,,X,fiera que me redimiese
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,231,HÉRCULES,,X,ni por lo veloz su piel
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,232,HÉRCULES,,X,ni su testa por lo fuerte:
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,233,HÉRCULES,,X,aquélla para vestirme
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,234,HÉRCULES,,X,al arbitrio de sus pieles
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,235,HÉRCULES,,X,y ésta para que de adorno
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,236,HÉRCULES,,X,"a mis umbrales sirviese,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,237,HÉRCULES,,X,"que, como rey destos montes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,238,HÉRCULES,,X,en sus frisos y linteles
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,239,HÉRCULES,,X,tengo guarda de animales
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,240,HÉRCULES,,X,para cuando salga y entre.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,241,HÉRCULES,,X,"El rey de todos lo diga,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,242,HÉRCULES,,X,dígalo el signo rugiente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,243,HÉRCULES,,X,"de julio, a cuyo bramido"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,244,HÉRCULES,,X,"todo el Flegra se estremece,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,245,HÉRCULES,,X,pues tal vez que para mí
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,246,HÉRCULES,,X,"vino erizando la frente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,247,HÉRCULES,,X,escarapelando el cuello
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,248,HÉRCULES,,X,"la melena que de él pende,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,249,HÉRCULES,,X,rugando el ceño y sacando
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,250,HÉRCULES,,X,de la vainas donde tiene
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,251,HÉRCULES,,X,"sus corvos alfanjes, yo"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,252,HÉRCULES,,X,con las manos solamente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,253,HÉRCULES,,X,"hice la presa en su boca,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,254,HÉRCULES,,X,donde no pudo saberse
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,255,HÉRCULES,,X,de sus dientes o mis dedos
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,256,HÉRCULES,,X,o cuáles los dedos fuesen
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,257,HÉRCULES,,X,"o cuáles los dientes, pues,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,258,HÉRCULES,,X,"competidos igualmente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,259,HÉRCULES,,X,yo le mordí con las manos
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,260,HÉRCULES,,X,"y él me tentó con los dientes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,261,HÉRCULES,,X,sin saber uno de otro
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,262,HÉRCULES,,X,"quién es, quién toca o quién muerde"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,263,HÉRCULES,,X,"hasta que, desencajados"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,264,HÉRCULES,,X,"los dos dentados arneses,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,265,HÉRCULES,,X,"abrió de una vez la boca,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,266,HÉRCULES,,X,haciéndole que se diese
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,267,HÉRCULES,,X,con esta parte en el lomo
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,268,HÉRCULES,,X,y con estotra en el vientre;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,269,HÉRCULES,,X,"el espín lo diga, pues,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,270,HÉRCULES,,X,"aunque de sus flechas juegue,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,271,HÉRCULES,,X,no le bastó para mí
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,272,HÉRCULES,,X,el ser aljaba viviente;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,273,HÉRCULES,,X,Aqueloo en las formas varias
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,274,HÉRCULES,,X,"de hombre, de toro y de sierpe,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,275,HÉRCULES,,X,cuyo trofeo es la copia
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,276,HÉRCULES,,X,que Flora abundante vierte;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,277,HÉRCULES,,X,Gerïón con tres semblantes
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,278,HÉRCULES,,X,"de tres rostros diferentes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,279,HÉRCULES,,X,siendo trofeo a mis plantas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,55,280,HÉRCULES,,X,cuando de mis manos...
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,280,JASÓN,,X,"Tente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,281,JASÓN,,X,que para saber tus hechos
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,282,JASÓN,,X,"no importa que los acuerdes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,283,JASÓN,,X,"mas, si para desahogarte"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,284,JASÓN,,X,"quiere el dolor que los cuentes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,285,JASÓN,,X,no repitas los menores
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,286,JASÓN,,X,cuando los mayores puedes:
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,287,JASÓN,,X,di que al trifauce feroz
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,288,JASÓN,,X,"Cerbero, que a cargo tiene"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,289,JASÓN,,X,"el infierno, siendo guarda"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,290,JASÓN,,X,"de todo el Cocito, prendes;"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,291,JASÓN,,X,"di que sus gargantas tres,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,292,JASÓN,,X,"a solo un yugo obedientes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,293,JASÓN,,X,dominaron las cervices
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,294,JASÓN,,X,"hasta aquel punto rebeldes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,295,JASÓN,,X,cuya saliva escupida
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,296,JASÓN,,X,con las bascas de la muerte
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,297,JASÓN,,X,fue tósigo de las yerbas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,298,JASÓN,,X,que él escupe y ellas beben;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,299,JASÓN,,X,di que a las fieras arpías
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,300,JASÓN,,X,"de Fineo, aves crueles"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,301,JASÓN,,X,que con rostro humano y plumas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,302,JASÓN,,X,"monstruos de entrambas especies,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,303,JASÓN,,X,"desterraste; que a la Hidra,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,304,JASÓN,,X,"cuerpo de gargantas siete,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,305,JASÓN,,X,"venciste, atajando que una"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,306,JASÓN,,X,otras tantas acreciente;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,56,307,JASÓN,,X,di...
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,307,TESEO,,XM,¿Por qué le embarazas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,308,TESEO,,M,"que él lo diga, si tú emprendes"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,309,TESEO,,M,para atajar sus discursos
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,310,TESEO,,M,alargar los tuyos? Cesen
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,311,TESEO,,M,"unos y otros con decir,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,312,TESEO,,M,por que sus fatigas lleguen
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,313,TESEO,,M,"a su número, que Atlante,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,314,TESEO,,M,"monte africano eminente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,315,TESEO,,M,coluna en que todo el cielo
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,316,TESEO,,M,"descansa, llegando a verse"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,317,TESEO,,M,con el peso fatigado
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,318,TESEO,,M,"de esa fábrica celeste,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,319,TESEO,,M,le pidió socorro y él
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,320,TESEO,,M,poniendo el hombro y la frente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,321,TESEO,,M,al ya desquiciado rumbo
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,322,TESEO,,M,"que, trastornándose débil,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,323,TESEO,,M,"hizo titubear sus polos,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,324,TESEO,,M,"hizo reclinar sus ejes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,325,TESEO,,M,"le aseguró, dando espacio"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,326,TESEO,,M,para que Atlante se aliente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,327,TESEO,,M,en tanto que él sustenía
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,328,TESEO,,M,"toda esa luz, todo ese"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,329,TESEO,,M,pavimento que en la estancia
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,330,TESEO,,M,de once globos trasparentes
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,331,TESEO,,M,son estrado de las diosas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,332,TESEO,,M,y de los dioses doseles;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,333,TESEO,,M,"que no es justo, no, que tú"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,334,TESEO,,M,"hoy sus vitorias renueves,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,335,TESEO,,M,cuando de sus sentimientos
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,336,TESEO,,M,estamos los dos pendientes.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,337,HÉRCULES,,X,Pues yo que tantas fatigas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,338,HÉRCULES,,X,"vencí, que tan excelentes"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,339,HÉRCULES,,X,"aplausos gané, a una pena"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,340,HÉRCULES,,X,"postrado estoy y obediente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,341,HÉRCULES,,X,porque quiere una hermosura
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,342,HÉRCULES,,X,"que a su dolor me sujete,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,343,HÉRCULES,,X,"que a su violencia me rinda,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,344,HÉRCULES,,X,pero ¿qué remedio tiene
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,345,HÉRCULES,,X,"rendirme ni sujetarme,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,346,HÉRCULES,,X,si una hermosura lo quiere?
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,347,HÉRCULES,,X,"No ya pienses, ¡ay, Jasón!,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,348,HÉRCULES,,X,"¡ay, Teseo!, no ya pienses,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,349,HÉRCULES,,X,"porque una hermosura dije,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,350,HÉRCULES,,X,que hoy mi desdicha procede
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,351,HÉRCULES,,X,"de aquel linaje, de aquel"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,352,HÉRCULES,,X,"género, de aquella especie"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,353,HÉRCULES,,X,"de amor que otra vez me vio,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,354,HÉRCULES,,X,"a su precepto obediente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,355,HÉRCULES,,X,"enamorado de Heyole,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,356,HÉRCULES,,X,hilando con sus mujeres;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,357,HÉRCULES,,X,"otra especie, otro linaje,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,358,HÉRCULES,,X,otro género padece
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,359,HÉRCULES,,X,de amor mi vida y aun dije
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,360,HÉRCULES,,X,mal de amor porque no puede
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,361,HÉRCULES,,X,"ser amor el que es agravio,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,362,HÉRCULES,,X,ser lisonja la que es muerte.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,363,HÉRCULES,,X,Deyanira... al pronunciarla
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,364,HÉRCULES,,X,o se hiela o se enmudece
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,365,HÉRCULES,,X,"el labio, falta la voz,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,366,HÉRCULES,,X,"duda el alma, el pecho teme"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,367,HÉRCULES,,X,"y la lengua titubea,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,368,HÉRCULES,,X,"tartamuda o balbuciente,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,369,HÉRCULES,,X,porque es más decir su agravio
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,370,HÉRCULES,,X,un hombre que padecerle.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,371,HÉRCULES,,X,"Deyanira, linfa bella"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,372,HÉRCULES,,X,"de las cristalinas fuentes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,373,HÉRCULES,,X,"náyade destos peñascos,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,374,HÉRCULES,,X,"ninfa de aquestos vergeles,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,375,HÉRCULES,,X,dríade de aquestos montes
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,376,HÉRCULES,,X,a quien la nobleza y plebe
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,377,HÉRCULES,,X,de las flores y cristales
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,378,HÉRCULES,,X,saludaron tantas veces
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,379,HÉRCULES,,X,"por Venus de sus amores,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,380,HÉRCULES,,X,"por Flora de sus claveles,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,381,HÉRCULES,,X,por Dïana de sus selvas
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,382,HÉRCULES,,X,y de sus frutos por Ceres;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,383,HÉRCULES,,X,"Deyanira, cuyos ojos,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,384,HÉRCULES,,X,"si amanecen, no amanece,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,385,HÉRCULES,,X,a todas horas del día
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,386,HÉRCULES,,X,eran dueños del oriente;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,387,HÉRCULES,,X,"Deyanira, a cuyo pie"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,388,HÉRCULES,,X,se redujo en cárcel breve
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,389,HÉRCULES,,X,toda la esfera del fuego
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,390,HÉRCULES,,X,solo a un átomo de nieve;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,391,HÉRCULES,,X,"Deyanira, esposa mía,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,392,HÉRCULES,,X,a quien como al alma quiere
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,393,HÉRCULES,,X,"el alma, porque es mi esposa"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,394,HÉRCULES,,X,y mi dama juntamente;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,395,HÉRCULES,,X,"de mi lecho, de mis brazos"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,396,HÉRCULES,,X,"de mis ojos... ¡Oh, reviente"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,397,HÉRCULES,,X,"el pecho antes que lo diga!,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,398,HÉRCULES,,X,aunque ya no me parece
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,399,HÉRCULES,,X,"que habré menester decirlo,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,400,HÉRCULES,,X,pues ello mismo se entiende
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,401,HÉRCULES,,X,"con nombrarla y con llorarla,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,402,HÉRCULES,,X,pues tierna y rabiosamente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,403,HÉRCULES,,X,no se llora una hermosura
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,404,HÉRCULES,,X,sino el día que se pierde.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,405,HÉRCULES,,X,"No imaginéis que murió,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,406,HÉRCULES,,X,que ese mal con ser tan fuerte
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,407,HÉRCULES,,X,fuera consuelo; mirad
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,408,HÉRCULES,,X,"los dos, pues que sois prudentes,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,409,HÉRCULES,,X,"cuál será mi pena, cuando"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,410,HÉRCULES,,X,fuera consuelo su muerte.
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,411,HÉRCULES,,X,"Un monstruo de esos a quien,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,412,HÉRCULES,,X,"porque los caballos prenden,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,413,HÉRCULES,,X,"medio hombres, medio caballos,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,414,HÉRCULES,,X,engañado el mundo cree;
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,415,HÉRCULES,,X,"un centauro, cuyo nombre"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,416,HÉRCULES,,X,"Neso ha sido, de mi albergue"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,417,HÉRCULES,,X,"la ha robado. ¡Ay, infelice!,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,418,HÉRCULES,,X,ved los dos cuán dignamente
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,419,HÉRCULES,,X,quieren los hados que yo
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,420,HÉRCULES,,X,"me mate y me desespere,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,421,HÉRCULES,,X,pues como amante y marido
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,422,HÉRCULES,,X,"lloro esta ofensa dos veces,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,423,HÉRCULES,,X,y más no habiendo esperanza
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,424,HÉRCULES,,X,"que mis desdichas remedie,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,425,HÉRCULES,,X,"que aun la venganza es en vano,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,426,HÉRCULES,,X,porque estos centauros tienen
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,427,HÉRCULES,,X,por patria el mar y la tierra
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,428,HÉRCULES,,X,"y, si con ella trasciende"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,429,HÉRCULES,,X,"los montes, es imposible"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,430,HÉRCULES,,X,seguirle; si pasar quiere
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,431,HÉRCULES,,X,"a esotra parte del mundo,"
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,432,HÉRCULES,,X,por esos mares no puede
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,433,HÉRCULES,,X,mi furia alcanzarle; ved
