Source,Target,Weight,Type
Gongora_Las esmeraldas en hierba,Gongora_Desde Sansueña a París,2,undirected
Gongora_Las esmeraldas en hierba,Gongora_En la fuerza de Almería,81,undirected
Gongora_Las esmeraldas en hierba,Gongora_En los pinares de Júcar ,2,undirected
Gongora_Las esmeraldas en hierba,Gongora_Esperando están la rosa,495,undirected
Gongora_Las esmeraldas en hierba,Gongora_Guarda corderos, zagala,74,undirected
Gongora_Las esmeraldas en hierba,Gongora_Las tres auroras que el Tajo,238,undirected
Gongora_Las esmeraldas en hierba,Gongora_Manzanares, Manzanares,8,undirected
Gongora_Las esmeraldas en hierba,Gongora_Minguilla la siempre bella,43,undirected
Gongora_Las esmeraldas en hierba,Gongora_Nace el niño y, velo a velo,59,undirected
Gongora_Las esmeraldas en hierba,Gongora_Ojos eran, fugitivos,2,undirected
Gongora_Las flores del romero,Gongora_Apeóse el caballero,48,undirected
Gongora_Las flores del romero,Gongora_Castillo de San Cervantes,21,undirected
Gongora_Las flores del romero,Gongora_En la fuerza de Almería,52,undirected
Gongora_Las flores del romero,Gongora_Esperando están la rosa,125,undirected
Gongora_Las flores del romero,Gongora_La más bella niña,437,undirected
Gongora_Las flores del romero,Gongora_No vengo a pedir silencio,31,undirected
Gongora_Las flores del romero,Gongora_Sobre unas altas rocas,37,undirected
Gongora_Las flores del romero,Gongora_Tendiendo sus blancos paños,7,undirected
Gongora_Las redes sobre el arena,Gongora_A un tiempo dejaba el sol,10,undirected
Gongora_Las redes sobre el arena,Gongora_Donde esclarecidamente,4,undirected
Gongora_Las redes sobre el arena,Gongora_En el caudaloso río,358,undirected
Gongora_Las redes sobre el arena,Gongora_En los pinares de Júcar ,46,undirected
Gongora_Las redes sobre el arena,Gongora_Famosos son, en las armas,30,undirected
Gongora_Las redes sobre el arena,Gongora_Ilustre ciudad famosa,158,undirected
Gongora_Las redes sobre el arena,Gongora_Levantando blanca espuma,370,undirected
Gongora_Las redes sobre el arena,Gongora_Todo se murmura,28,undirected
Gongora_Las tres auroras que el Tajo,Gongora_A la fuente va, del Olmo,372,undirected
Gongora_Las tres auroras que el Tajo,Gongora_Cuatro o seis desnudos hombros,360,undirected
Gongora_Las tres auroras que el Tajo,Gongora_De Tisbe y Píramo quiero,13,undirected
Gongora_Las tres auroras que el Tajo,Gongora_En la fuerza de Almería,140,undirected
Gongora_Las tres auroras que el Tajo,Gongora_Ensíllenme el asno rucio,15,undirected
Gongora_Las tres auroras que el Tajo,Gongora_Esperando están la rosa,73,undirected
Gongora_Las tres auroras que el Tajo,Gongora_Famosos son, en las armas,78,undirected
Gongora_Las tres auroras que el Tajo,Gongora_Guarda corderos, zagala,45,undirected
Gongora_Las tres auroras que el Tajo,Gongora_Las esmeraldas en hierba,238,undirected
Gongora_Las tres auroras que el Tajo,Gongora_Por las faldas del Atlante,12,undirected
Gongora_Las tres auroras que el Tajo,Gongora_Según vuelan por el agua,70,undirected
Gongora_Levantando blanca espuma,Gongora_Amarrado al duro banco,4,undirected
Gongora_Levantando blanca espuma,Gongora_Apeóse el caballero,64,undirected
Gongora_Levantando blanca espuma,Gongora_Arrojóse el mancebito,3,undirected
Gongora_Levantando blanca espuma,Gongora_Cuatro o seis desnudos hombros,4,undirected
Gongora_Levantando blanca espuma,Gongora_Desde Sansueña a París,1,undirected
Gongora_Levantando blanca espuma,Gongora_En el caudaloso río,2,undirected
Gongora_Levantando blanca espuma,Gongora_Entre los sueltos caballos,24,undirected
Gongora_Levantando blanca espuma,Gongora_Frescos airecillos,8,undirected
Gongora_Levantando blanca espuma,Gongora_Hermana Marica,32,undirected
Gongora_Levantando blanca espuma,Gongora_Las redes sobre el arena,370,undirected
Gongora_Levantando blanca espuma,Gongora_Pensó rendir la mozuela,22,undirected
Gongora_Levantando blanca espuma,Gongora_Sobre unas altas rocas,403,undirected
Gongora_Levantando blanca espuma,Gongora_Trepan los gitanos,20,undirected
Gongora_Levantando blanca espuma,Gongora_Triste pisa, y afligido,45,undirected
Gongora_Lloraba la niña,Gongora_¿Quién oyó? ,26,undirected
Gongora_Lloraba la niña,Gongora_Apeóse el caballero,94,undirected
Gongora_Lloraba la niña,Gongora_Aunque entiendo poco griego,14,undirected
Gongora_Lloraba la niña,Gongora_Ave del plumaje negro,29,undirected
Gongora_Lloraba la niña,Gongora_Cuando la rosada Aurora,2,undirected
Gongora_Lloraba la niña,Gongora_Dejad los libros ahora,14,undirected
Gongora_Lloraba la niña,Gongora_En lágrimas salgan mudos,322,undirected
Gongora_Lloraba la niña,Gongora_Esperando están la rosa,47,undirected
Gongora_Lloraba la niña,Gongora_Hermana Marica,137,undirected
Gongora_Lloraba la niña,Gongora_La cítara que pendiente,15,undirected
Gongora_Lloraba la niña,Gongora_La desgracia del forzado,11,undirected
Gongora_Lloraba la niña,Gongora_La más bella niña,1,undirected
Gongora_Lloraba la niña,Gongora_Moriste, ninfa bella,5,undirected
Gongora_Lloraba la niña,Gongora_Que se nos va la pascua, mozas,43,undirected
Gongora_Lloraba la niña,Gongora_Triste pisa, y afligido,5,undirected
Gongora_Los montes que el pie se lavan,Gongora_Apeóse el caballero,118,undirected
Gongora_Los montes que el pie se lavan,Gongora_Aquel rayo de la guerra,11,undirected
Gongora_Los montes que el pie se lavan,Gongora_Ave del plumaje negro,7,undirected
Gongora_Los montes que el pie se lavan,Gongora_Con su querida Amarilis,22,undirected
Gongora_Los montes que el pie se lavan,Gongora_En lágrimas salgan mudos,7,undirected
Gongora_Los montes que el pie se lavan,Gongora_En los pinares de Júcar ,56,undirected
Gongora_Los montes que el pie se lavan,Gongora_En un pastoral albergue,54,undirected
Gongora_Los montes que el pie se lavan,Gongora_Famosos son, en las armas,10,undirected
Gongora_Los montes que el pie se lavan,Gongora_Las aguas de Carrïón,297,undirected
Gongora_Los montes que el pie se lavan,Gongora_Minguilla la siempre bella,79,undirected
Gongora_Los montes que el pie se lavan,Gongora_Moriste, ninfa bella,2,undirected
Gongora_Los montes que el pie se lavan,Gongora_Ojos eran, fugitivos,2,undirected
Gongora_Los montes que el pie se lavan,Gongora_Sin Leda y sin esperanza,39,undirected
Gongora_Los rayos le cuenta al sol,Gongora_En la fuerza de Almería,62,undirected
Gongora_Los rayos le cuenta al sol,Gongora_En la pedregosa orilla,4,undirected
Gongora_Los rayos le cuenta al sol,Gongora_En los pinares de Júcar ,2,undirected
Gongora_Los rayos le cuenta al sol,Gongora_Entre los sueltos caballos,24,undirected
Gongora_Los rayos le cuenta al sol,Gongora_Nace el niño y, velo a velo,11,undirected
Gongora_Los rayos le cuenta al sol,Gongora_Ojos eran, fugitivos,10,undirected
Gongora_Los rayos le cuenta al sol,Gongora_Pensó rendir la mozuela,153,undirected
Gongora_Los rayos le cuenta al sol,Gongora_Que se nos va la pascua, mozas,16,undirected
Gongora_Los rayos le cuenta al sol,Gongora_Tendiendo sus blancos paños,38,undirected
Gongora_Los rayos le cuenta al sol,Gongora_Todo se murmura,452,undirected
Gongora_Manzanares, Manzanares,Gongora_¿No me bastaba el peligro...?,2,undirected
Gongora_Manzanares, Manzanares,Gongora_A la fuente va, del Olmo,1,undirected
Gongora_Manzanares, Manzanares,Gongora_A vos digo, señor Tajo,208,undirected
Gongora_Manzanares, Manzanares,Gongora_Al pie de un álamo negro,280,undirected
Gongora_Manzanares, Manzanares,Gongora_Amarrado al duro banco,123,undirected
Gongora_Manzanares, Manzanares,Gongora_Castillo de San Cervantes,5,undirected
Gongora_Manzanares, Manzanares,Gongora_Crïábase el Albanés,33,undirected
Gongora_Manzanares, Manzanares,Gongora_Cuando la rosada Aurora,78,undirected
Gongora_Manzanares, Manzanares,Gongora_Cuántos silbos, cuántas voces,32,undirected
Gongora_Manzanares, Manzanares,Gongora_Dejad los libros ahora,18,undirected
Gongora_Manzanares, Manzanares,Gongora_Despuntado he mil agujas,31,undirected
Gongora_Manzanares, Manzanares,Gongora_Ensíllenme el asno rucio,1,undirected
Gongora_Manzanares, Manzanares,Gongora_Ilustre ciudad famosa,138,undirected
Gongora_Manzanares, Manzanares,Gongora_La ciudad de Babilonia,5,undirected
Gongora_Manzanares, Manzanares,Gongora_Las esmeraldas en hierba,8,undirected
Gongora_Manzanares, Manzanares,Gongora_Murmuraban los rocines,11,undirected
Gongora_Manzanares, Manzanares,Gongora_Nace el niño y, velo a velo,1,undirected
Gongora_Manzanares, Manzanares,Gongora_No vengo a pedir silencio,56,undirected
Gongora_Manzanares, Manzanares,Gongora_Quién pudiera dar un vuelo,44,undirected
Gongora_Manzanares, Manzanares,Gongora_Saliéndome estotro día,48,undirected
Gongora_Manzanares, Manzanares,Gongora_Temo tanto los serenos,68,undirected
Gongora_Manzanares, Manzanares,Gongora_Tenemos un doctorando,67,undirected
Gongora_Minguilla la siempre bella,Gongora_A la fuente va, del Olmo,4,undirected
Gongora_Minguilla la siempre bella,Gongora_Apeóse el caballero,2,undirected
Gongora_Minguilla la siempre bella,Gongora_Con su querida Amarilis,106,undirected
Gongora_Minguilla la siempre bella,Gongora_Cuántos silbos, cuántas voces,6,undirected
Gongora_Minguilla la siempre bella,Gongora_Diez años vivió Belerma,27,undirected
Gongora_Minguilla la siempre bella,Gongora_Donde esclarecidamente,4,undirected
Gongora_Minguilla la siempre bella,Gongora_En el baile del ejido,54,undirected
Gongora_Minguilla la siempre bella,Gongora_En la fuerza de Almería,8,undirected
Gongora_Minguilla la siempre bella,Gongora_En lágrimas salgan mudos,4,undirected
Gongora_Minguilla la siempre bella,Gongora_En los pinares de Júcar ,7,undirected
Gongora_Minguilla la siempre bella,Gongora_En un pastoral albergue,265,undirected
Gongora_Minguilla la siempre bella,Gongora_Famosos son, en las armas,55,undirected
Gongora_Minguilla la siempre bella,Gongora_Frescos airecillos,70,undirected
Gongora_Minguilla la siempre bella,Gongora_Guarda corderos, zagala,1,undirected
Gongora_Minguilla la siempre bella,Gongora_La ciudad de Babilonia,227,undirected
Gongora_Minguilla la siempre bella,Gongora_Las esmeraldas en hierba,43,undirected
Gongora_Minguilla la siempre bella,Gongora_Los montes que el pie se lavan,79,undirected
Gongora_Minguilla la siempre bella,Gongora_Moriste, ninfa bella,1,undirected
Gongora_Minguilla la siempre bella,Gongora_Todo se murmura,1,undirected
Gongora_Moriste, ninfa bella,Gongora_Al pie de un álamo negro,1,undirected
Gongora_Moriste, ninfa bella,Gongora_Apeóse el caballero,218,undirected
Gongora_Moriste, ninfa bella,Gongora_Arrojóse el mancebito,79,undirected
Gongora_Moriste, ninfa bella,Gongora_Ciego que apuntas y atinas,48,undirected
Gongora_Moriste, ninfa bella,Gongora_Con su querida Amarilis,310,undirected
Gongora_Moriste, ninfa bella,Gongora_De la semilla, caída,30,undirected
Gongora_Moriste, ninfa bella,Gongora_En la fuerza de Almería,87,undirected
Gongora_Moriste, ninfa bella,Gongora_Frescos airecillos,54,undirected
Gongora_Moriste, ninfa bella,Gongora_Guarda corderos, zagala,115,undirected
Gongora_Moriste, ninfa bella,Gongora_Lloraba la niña,5,undirected
Gongora_Moriste, ninfa bella,Gongora_Los montes que el pie se lavan,2,undirected
Gongora_Moriste, ninfa bella,Gongora_Minguilla la siempre bella,1,undirected
Gongora_Moriste, ninfa bella,Gongora_No vengo a pedir silencio,124,undirected
Gongora_Moriste, ninfa bella,Gongora_Ojos eran, fugitivos,72,undirected
Gongora_Moriste, ninfa bella,Gongora_Por las faldas del Atlante,3,undirected
Gongora_Moriste, ninfa bella,Gongora_Saliéndome estotro día,28,undirected
Gongora_Moriste, ninfa bella,Gongora_Según vuelan por el agua,15,undirected
Gongora_Moriste, ninfa bella,Gongora_Triste pisa, y afligido,22,undirected
Gongora_Murmuraban los rocines,Gongora_¡Qué necio que era yo antaño...!,359,undirected
Gongora_Murmuraban los rocines,Gongora_¿Quién es aquel caballero...?,362,undirected
Gongora_Murmuraban los rocines,Gongora_Aquel rayo de la guerra,33,undirected
Gongora_Murmuraban los rocines,Gongora_Aunque entiendo poco griego,225,undirected
Gongora_Murmuraban los rocines,Gongora_Cuando la rosada Aurora,5,undirected
Gongora_Murmuraban los rocines,Gongora_Desde Sansueña a París,28,undirected
Gongora_Murmuraban los rocines,Gongora_Diez años vivió Belerma,79,undirected
Gongora_Murmuraban los rocines,Gongora_Ensíllenme el asno rucio,19,undirected
Gongora_Murmuraban los rocines,Gongora_Entre los sueltos caballos,12,undirected
Gongora_Murmuraban los rocines,Gongora_Escuchadme un rato atentos,12,undirected
Gongora_Murmuraban los rocines,Gongora_Hanme dicho, hermanas,18,undirected
Gongora_Murmuraban los rocines,Gongora_Manzanares, Manzanares,11,undirected
Gongora_Murmuraban los rocines,Gongora_Noble desengaño,54,undirected
Gongora_Murmuraban los rocines,Gongora_Pensó rendir la mozuela,108,undirected
Gongora_Murmuraban los rocines,Gongora_Quién pudiera dar un vuelo,123,undirected
Gongora_Murmuraban los rocines,Gongora_Tenemos un doctorando,107,undirected
Gongora_Nace el niño y, velo a velo,Gongora_A vos digo, señor Tajo,14,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Al tronco de un verde mirto,101,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Aquí entre la verde juncia,13,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Cuántos silbos, cuántas voces,161,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Donde esclarecidamente,1,undirected
Gongora_Nace el niño y, velo a velo,Gongora_En el baile del ejido,65,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Escuchadme un rato atentos,397,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Hanme dicho, hermanas,1,undirected
Gongora_Nace el niño y, velo a velo,Gongora_La cítara que pendiente,230,undirected
Gongora_Nace el niño y, velo a velo,Gongora_La ciudad de Babilonia,1,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Las aguas de Carrïón,1,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Las esmeraldas en hierba,59,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Los rayos le cuenta al sol,11,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Manzanares, Manzanares,1,undirected
Gongora_Nace el niño y, velo a velo,Gongora_Sobre unas altas rocas,17,undirected
Gongora_No vengo a pedir silencio,Gongora_A un tiempo dejaba el sol,37,undirected
Gongora_No vengo a pedir silencio,Gongora_Ahora que estoy de espacio,140,undirected
Gongora_No vengo a pedir silencio,Gongora_Al pie de un álamo negro,86,undirected
Gongora_No vengo a pedir silencio,Gongora_Aquí entre la verde juncia,30,undirected
Gongora_No vengo a pedir silencio,Gongora_Castillo de San Cervantes,264,undirected
Gongora_No vengo a pedir silencio,Gongora_Ciego que apuntas y atinas,29,undirected
Gongora_No vengo a pedir silencio,Gongora_De la semilla, caída,325,undirected
Gongora_No vengo a pedir silencio,Gongora_Ilustre ciudad famosa,184,undirected
Gongora_No vengo a pedir silencio,Gongora_La ciudad de Babilonia,9,undirected
Gongora_No vengo a pedir silencio,Gongora_Las flores del romero,31,undirected
Gongora_No vengo a pedir silencio,Gongora_Manzanares, Manzanares,56,undirected
Gongora_No vengo a pedir silencio,Gongora_Moriste, ninfa bella,124,undirected
Gongora_No vengo a pedir silencio,Gongora_Noble desengaño,48,undirected
Gongora_No vengo a pedir silencio,Gongora_Quién pudiera dar un vuelo,9,undirected
Gongora_No vengo a pedir silencio,Gongora_Tenemos un doctorando,50,undirected
Gongora_Noble desengaño,Gongora_¡Qué necio que era yo antaño...!,30,undirected
Gongora_Noble desengaño,Gongora_A vos digo, señor Tajo,1,undirected
Gongora_Noble desengaño,Gongora_Ahora que estoy de espacio,49,undirected
Gongora_Noble desengaño,Gongora_Al tronco de un verde mirto,85,undirected
Gongora_Noble desengaño,Gongora_Amarrado al duro banco,48,undirected
Gongora_Noble desengaño,Gongora_Aquí entre la verde juncia,12,undirected
Gongora_Noble desengaño,Gongora_Aunque entiendo poco griego,185,undirected
Gongora_Noble desengaño,Gongora_Castillo de San Cervantes,17,undirected
Gongora_Noble desengaño,Gongora_Ciego que apuntas y atinas,107,undirected
Gongora_Noble desengaño,Gongora_Crïábase el Albanés,2,undirected
Gongora_Noble desengaño,Gongora_De la semilla, caída,4,undirected
Gongora_Noble desengaño,Gongora_Diez años vivió Belerma,8,undirected
Gongora_Noble desengaño,Gongora_En dos lucientes estrellas,138,undirected
Gongora_Noble desengaño,Gongora_En la pedregosa orilla,188,undirected
Gongora_Noble desengaño,Gongora_Entre los sueltos caballos,1,undirected
Gongora_Noble desengaño,Gongora_Hermana Marica,26,undirected
Gongora_Noble desengaño,Gongora_La desgracia del forzado,5,undirected
Gongora_Noble desengaño,Gongora_Murmuraban los rocines,54,undirected
Gongora_Noble desengaño,Gongora_No vengo a pedir silencio,48,undirected
Gongora_Noble desengaño,Gongora_Pensó rendir la mozuela,6,undirected
Gongora_Noble desengaño,Gongora_Servía en Orán al rey,68,undirected
Gongora_Noble desengaño,Gongora_Tendiendo sus blancos paños,9,undirected
Gongora_Ojos eran, fugitivos,Gongora_Al campo salió, el estío,29,undirected
Gongora_Ojos eran, fugitivos,Gongora_Al tronco de un verde mirto,17,undirected
Gongora_Ojos eran, fugitivos,Gongora_Ave del plumaje negro,2,undirected
Gongora_Ojos eran, fugitivos,Gongora_Cloris, el más bello grano,27,undirected
Gongora_Ojos eran, fugitivos,Gongora_Donde esclarecidamente,269,undirected
Gongora_Ojos eran, fugitivos,Gongora_En dos lucientes estrellas,98,undirected
Gongora_Ojos eran, fugitivos,Gongora_En la fuerza de Almería,29,undirected
Gongora_Ojos eran, fugitivos,Gongora_En lágrimas salgan mudos,30,undirected
Gongora_Ojos eran, fugitivos,Gongora_En tanto que mis vacas,167,undirected
Gongora_Ojos eran, fugitivos,Gongora_En un pastoral albergue,46,undirected
Gongora_Ojos eran, fugitivos,Gongora_Entre los sueltos caballos,3,undirected
Gongora_Ojos eran, fugitivos,Gongora_Famosos son, en las armas,2,undirected
Gongora_Ojos eran, fugitivos,Gongora_Guarda corderos, zagala,46,undirected
Gongora_Ojos eran, fugitivos,Gongora_La ciudad de Babilonia,151,undirected
Gongora_Ojos eran, fugitivos,Gongora_Las esmeraldas en hierba,2,undirected
Gongora_Ojos eran, fugitivos,Gongora_Los montes que el pie se lavan,2,undirected
Gongora_Ojos eran, fugitivos,Gongora_Los rayos le cuenta al sol,10,undirected
Gongora_Ojos eran, fugitivos,Gongora_Moriste, ninfa bella,72,undirected
Gongora_Ojos eran, fugitivos,Gongora_Por las faldas del Atlante,120,undirected
Gongora_Ojos eran, fugitivos,Gongora_Según vuelan por el agua,1,undirected
Gongora_Ojos eran, fugitivos,Gongora_Tendiendo sus blancos paños,66,undirected
Gongora_Pensó rendir la mozuela,Gongora_¿Quién oyó? ,6,undirected
Gongora_Pensó rendir la mozuela,Gongora_A la fuente va, del Olmo,11,undirected
Gongora_Pensó rendir la mozuela,Gongora_A un tiempo dejaba el sol,4,undirected
Gongora_Pensó rendir la mozuela,Gongora_Ahora que estoy de espacio,280,undirected
Gongora_Pensó rendir la mozuela,Gongora_Arrojóse el mancebito,278,undirected
Gongora_Pensó rendir la mozuela,Gongora_Cloris, el más bello grano,11,undirected
Gongora_Pensó rendir la mozuela,Gongora_Cuando la rosada Aurora,40,undirected
Gongora_Pensó rendir la mozuela,Gongora_Despuntado he mil agujas,53,undirected
Gongora_Pensó rendir la mozuela,Gongora_Diez años vivió Belerma,1,undirected
Gongora_Pensó rendir la mozuela,Gongora_En la pedregosa orilla,3,undirected
Gongora_Pensó rendir la mozuela,Gongora_En lágrimas salgan mudos,2,undirected
Gongora_Pensó rendir la mozuela,Gongora_Hermana Marica,15,undirected
Gongora_Pensó rendir la mozuela,Gongora_La ciudad de Babilonia,2,undirected
Gongora_Pensó rendir la mozuela,Gongora_Levantando blanca espuma,22,undirected
Gongora_Pensó rendir la mozuela,Gongora_Los rayos le cuenta al sol,153,undirected
Gongora_Pensó rendir la mozuela,Gongora_Murmuraban los rocines,108,undirected
Gongora_Pensó rendir la mozuela,Gongora_Noble desengaño,6,undirected
Gongora_Pensó rendir la mozuela,Gongora_Quién pudiera dar un vuelo,190,undirected
Gongora_Pensó rendir la mozuela,Gongora_Saliéndome estotro día,85,undirected
Gongora_Pensó rendir la mozuela,Gongora_Tenemos un doctorando,60,undirected
Gongora_Pensó rendir la mozuela,Gongora_Trepan los gitanos,1,undirected
Gongora_Por las faldas del Atlante,Gongora_¡Qué necio que era yo antaño...!,14,undirected
Gongora_Por las faldas del Atlante,Gongora_¿Callaré la pena mía...?,38,undirected
Gongora_Por las faldas del Atlante,Gongora_¿Quién es aquel caballero...?,23,undirected
Gongora_Por las faldas del Atlante,Gongora_Aquí entre la verde juncia,102,undirected
Gongora_Por las faldas del Atlante,Gongora_Contando estaban sus rayos,1,undirected
Gongora_Por las faldas del Atlante,Gongora_Despuntado he mil agujas,12,undirected
Gongora_Por las faldas del Atlante,Gongora_En dos lucientes estrellas,35,undirected
Gongora_Por las faldas del Atlante,Gongora_En el baile del ejido,18,undirected
Gongora_Por las faldas del Atlante,Gongora_En la fuerza de Almería,4,undirected
Gongora_Por las faldas del Atlante,Gongora_En tanto que mis vacas,3,undirected
Gongora_Por las faldas del Atlante,Gongora_En un pastoral albergue,84,undirected
Gongora_Por las faldas del Atlante,Gongora_Famosos son, en las armas,53,undirected
Gongora_Por las faldas del Atlante,Gongora_Guarda corderos, zagala,86,undirected
Gongora_Por las faldas del Atlante,Gongora_Hermana Marica,52,undirected
Gongora_Por las faldas del Atlante,Gongora_Ilustre ciudad famosa,23,undirected
Gongora_Por las faldas del Atlante,Gongora_La cítara que pendiente,17,undirected
Gongora_Por las faldas del Atlante,Gongora_Las tres auroras que el Tajo,12,undirected
Gongora_Por las faldas del Atlante,Gongora_Moriste, ninfa bella,3,undirected
Gongora_Por las faldas del Atlante,Gongora_Ojos eran, fugitivos,120,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_¡Oh cuán bien que acusa Alcino...!,26,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_A la fuente va, del Olmo,11,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_Ciego que apuntas y atinas,16,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_De Tisbe y Píramo quiero,203,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_Érase una vieja,2,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_Hermana Marica,149,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_Lloraba la niña,43,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_Los rayos le cuenta al sol,16,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_Saliéndome estotro día,102,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_Temo tanto los serenos,31,undirected
Gongora_Que se nos va la pascua, mozas,Gongora_Trepan los gitanos,7,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_¿Callaré la pena mía...?,36,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_¿No me bastaba el peligro...?,1,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_Crïábase el Albanés,9,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_Cuando la rosada Aurora,9,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_Despuntado he mil agujas,1,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_En lágrimas salgan mudos,101,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_En tanto que mis vacas,5,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_Ensíllenme el asno rucio,13,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_Ilustre ciudad famosa,10,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_Manzanares, Manzanares,44,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_Murmuraban los rocines,123,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_No vengo a pedir silencio,9,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_Pensó rendir la mozuela,190,undirected
Gongora_Quién pudiera dar un vuelo,Gongora_Tenemos un doctorando,15,undirected
Gongora_Saliéndome estotro día,Gongora_¡Oh cuán bien que acusa Alcino...!,30,undirected
Gongora_Saliéndome estotro día,Gongora_¿No me bastaba el peligro...?,102,undirected
Gongora_Saliéndome estotro día,Gongora_Al tronco de un verde mirto,2,undirected
Gongora_Saliéndome estotro día,Gongora_Cloris, el más bello grano,23,undirected
Gongora_Saliéndome estotro día,Gongora_Contando estaban sus rayos,26,undirected
Gongora_Saliéndome estotro día,Gongora_Crïábase el Albanés,1,undirected
Gongora_Saliéndome estotro día,Gongora_Dejad los libros ahora,176,undirected
Gongora_Saliéndome estotro día,Gongora_Desde Sansueña a París,7,undirected
Gongora_Saliéndome estotro día,Gongora_Despuntado he mil agujas,24,undirected
Gongora_Saliéndome estotro día,Gongora_Diez años vivió Belerma,6,undirected
Gongora_Saliéndome estotro día,Gongora_En dos lucientes estrellas,124,undirected
Gongora_Saliéndome estotro día,Gongora_En la fuerza de Almería,4,undirected
Gongora_Saliéndome estotro día,Gongora_En la pedregosa orilla,3,undirected
Gongora_Saliéndome estotro día,Gongora_En lágrimas salgan mudos,2,undirected
Gongora_Saliéndome estotro día,Gongora_En tanto que mis vacas,23,undirected
Gongora_Saliéndome estotro día,Gongora_Esperando están la rosa,5,undirected
Gongora_Saliéndome estotro día,Gongora_Hermana Marica,9,undirected
Gongora_Saliéndome estotro día,Gongora_Manzanares, Manzanares,48,undirected
Gongora_Saliéndome estotro día,Gongora_Moriste, ninfa bella,28,undirected
Gongora_Saliéndome estotro día,Gongora_Pensó rendir la mozuela,85,undirected
Gongora_Saliéndome estotro día,Gongora_Que se nos va la pascua, mozas,102,undirected
Gongora_Saliéndome estotro día,Gongora_Tenemos un doctorando,361,undirected
Gongora_Según vuelan por el agua,Gongora_Ave del plumaje negro,26,undirected
Gongora_Según vuelan por el agua,Gongora_Con su querida Amarilis,13,undirected
Gongora_Según vuelan por el agua,Gongora_Cuatro o seis desnudos hombros,128,undirected
Gongora_Según vuelan por el agua,Gongora_De la semilla, caída,10,undirected
Gongora_Según vuelan por el agua,Gongora_En el baile del ejido,40,undirected
Gongora_Según vuelan por el agua,Gongora_En la fuerza de Almería,139,undirected
Gongora_Según vuelan por el agua,Gongora_En la pedregosa orilla,2,undirected
Gongora_Según vuelan por el agua,Gongora_En los pinares de Júcar ,5,undirected
Gongora_Según vuelan por el agua,Gongora_En un pastoral albergue,12,undirected
Gongora_Según vuelan por el agua,Gongora_Esperando están la rosa,11,undirected
Gongora_Según vuelan por el agua,Gongora_Famosos son, en las armas,258,undirected
Gongora_Según vuelan por el agua,Gongora_Frescos airecillos,42,undirected
Gongora_Según vuelan por el agua,Gongora_Guarda corderos, zagala,5,undirected
Gongora_Según vuelan por el agua,Gongora_Hermana Marica,1,undirected
Gongora_Según vuelan por el agua,Gongora_La desgracia del forzado,6,undirected
Gongora_Según vuelan por el agua,Gongora_Las tres auroras que el Tajo,70,undirected
Gongora_Según vuelan por el agua,Gongora_Moriste, ninfa bella,15,undirected
Gongora_Según vuelan por el agua,Gongora_Ojos eran, fugitivos,1,undirected
Gongora_Según vuelan por el agua,Gongora_Servía en Orán al rey,12,undirected
Gongora_Servía en Orán al rey,Gongora_¿Quién es aquel caballero...?,22,undirected
Gongora_Servía en Orán al rey,Gongora_A vos digo, señor Tajo,20,undirected
Gongora_Servía en Orán al rey,Gongora_Ahora que estoy de espacio,13,undirected
Gongora_Servía en Orán al rey,Gongora_Al tronco de un verde mirto,74,undirected
Gongora_Servía en Orán al rey,Gongora_Aquel rayo de la guerra,41,undirected
Gongora_Servía en Orán al rey,Gongora_Cloris, el más bello grano,12,undirected
Gongora_Servía en Orán al rey,Gongora_Desde Sansueña a París,48,undirected
Gongora_Servía en Orán al rey,Gongora_Donde esclarecidamente,2,undirected
