Source,Target,Weight,Type
Gongora_Castillo de San Cervantes,Gongora_Las flores del romero,21,undirected
Gongora_Castillo de San Cervantes,Gongora_Manzanares, Manzanares,5,undirected
Gongora_Castillo de San Cervantes,Gongora_No vengo a pedir silencio,264,undirected
Gongora_Castillo de San Cervantes,Gongora_Noble desengaño,17,undirected
Gongora_Castillo de San Cervantes,Gongora_Tendiendo sus blancos paños,13,undirected
Gongora_Ciego que apuntas y atinas,Gongora_¿Callaré la pena mía...?,82,undirected
Gongora_Ciego que apuntas y atinas,Gongora_¿No me bastaba el peligro...?,15,undirected
Gongora_Ciego que apuntas y atinas,Gongora_¿Quién es aquel caballero...?,3,undirected
Gongora_Ciego que apuntas y atinas,Gongora_Al campo salió, el estío,34,undirected
Gongora_Ciego que apuntas y atinas,Gongora_Amarrado al duro banco,4,undirected
Gongora_Ciego que apuntas y atinas,Gongora_Apeóse el caballero,11,undirected
Gongora_Ciego que apuntas y atinas,Gongora_Crïábase el Albanés,358,undirected
Gongora_Ciego que apuntas y atinas,Gongora_Cuántos silbos, cuántas voces,39,undirected
Gongora_Ciego que apuntas y atinas,Gongora_Diez años vivió Belerma,35,undirected
Gongora_Ciego que apuntas y atinas,Gongora_La más bella niña,63,undirected
Gongora_Ciego que apuntas y atinas,Gongora_Moriste, ninfa bella,48,undirected
Gongora_Ciego que apuntas y atinas,Gongora_No vengo a pedir silencio,29,undirected
Gongora_Ciego que apuntas y atinas,Gongora_Noble desengaño,107,undirected
Gongora_Ciego que apuntas y atinas,Gongora_Que se nos va la pascua, mozas,16,undirected
Gongora_Cloris, el más bello grano,Gongora_¿Quién es aquel caballero...?,9,undirected
Gongora_Cloris, el más bello grano,Gongora_A un tiempo dejaba el sol,42,undirected
Gongora_Cloris, el más bello grano,Gongora_Apeóse el caballero,202,undirected
Gongora_Cloris, el más bello grano,Gongora_Aunque entiendo poco griego,3,undirected
Gongora_Cloris, el más bello grano,Gongora_Cuando la rosada Aurora,26,undirected
Gongora_Cloris, el más bello grano,Gongora_Dejad los libros ahora,105,undirected
Gongora_Cloris, el más bello grano,Gongora_Desde Sansueña a París,56,undirected
Gongora_Cloris, el más bello grano,Gongora_En la pedregosa orilla,64,undirected
Gongora_Cloris, el más bello grano,Gongora_Esperando están la rosa,5,undirected
Gongora_Cloris, el más bello grano,Gongora_La ciudad de Babilonia,24,undirected
Gongora_Cloris, el más bello grano,Gongora_Ojos eran, fugitivos,27,undirected
Gongora_Cloris, el más bello grano,Gongora_Pensó rendir la mozuela,11,undirected
Gongora_Cloris, el más bello grano,Gongora_Saliéndome estotro día,23,undirected
Gongora_Cloris, el más bello grano,Gongora_Servía en Orán al rey,12,undirected
Gongora_Cloris, el más bello grano,Gongora_Tendiendo sus blancos paños,129,undirected
Gongora_Cloris, el más bello grano,Gongora_Tenemos un doctorando,121,undirected
Gongora_Con su querida Amarilis,Gongora_Al tronco de un verde mirto,26,undirected
Gongora_Con su querida Amarilis,Gongora_Apeóse el caballero,166,undirected
Gongora_Con su querida Amarilis,Gongora_Contando estaban sus rayos,25,undirected
Gongora_Con su querida Amarilis,Gongora_Cuando la rosada Aurora,2,undirected
Gongora_Con su querida Amarilis,Gongora_Cuántos silbos, cuántas voces,52,undirected
Gongora_Con su querida Amarilis,Gongora_De la semilla, caída,9,undirected
Gongora_Con su querida Amarilis,Gongora_Donde esclarecidamente,25,undirected
Gongora_Con su querida Amarilis,Gongora_En la fuerza de Almería,25,undirected
Gongora_Con su querida Amarilis,Gongora_En lágrimas salgan mudos,171,undirected
Gongora_Con su querida Amarilis,Gongora_Guarda corderos, zagala,7,undirected
Gongora_Con su querida Amarilis,Gongora_La ciudad de Babilonia,8,undirected
Gongora_Con su querida Amarilis,Gongora_La más bella niña,59,undirected
Gongora_Con su querida Amarilis,Gongora_Las aguas de Carrïón,78,undirected
Gongora_Con su querida Amarilis,Gongora_Los montes que el pie se lavan,22,undirected
Gongora_Con su querida Amarilis,Gongora_Minguilla la siempre bella,106,undirected
Gongora_Con su querida Amarilis,Gongora_Moriste, ninfa bella,310,undirected
Gongora_Con su querida Amarilis,Gongora_Según vuelan por el agua,13,undirected
Gongora_Con su querida Amarilis,Gongora_Sin Leda y sin esperanza,7,undirected
Gongora_Contando estaban sus rayos,Gongora_¿Callaré la pena mía...?,390,undirected
Gongora_Contando estaban sus rayos,Gongora_¿No me bastaba el peligro...?,40,undirected
Gongora_Contando estaban sus rayos,Gongora_A la fuente va, del Olmo,53,undirected
Gongora_Contando estaban sus rayos,Gongora_Al campo salió, el estío,2,undirected
Gongora_Contando estaban sus rayos,Gongora_Al tronco de un verde mirto,9,undirected
Gongora_Contando estaban sus rayos,Gongora_Ave del plumaje negro,7,undirected
Gongora_Contando estaban sus rayos,Gongora_Con su querida Amarilis,25,undirected
Gongora_Contando estaban sus rayos,Gongora_Cuántos silbos, cuántas voces,114,undirected
Gongora_Contando estaban sus rayos,Gongora_Donde esclarecidamente,5,undirected
Gongora_Contando estaban sus rayos,Gongora_En tanto que mis vacas,49,undirected
Gongora_Contando estaban sus rayos,Gongora_La cítara que pendiente,4,undirected
Gongora_Contando estaban sus rayos,Gongora_Las aguas de Carrïón,29,undirected
Gongora_Contando estaban sus rayos,Gongora_Las esmeraldas en hierba,110,undirected
Gongora_Contando estaban sus rayos,Gongora_Por las faldas del Atlante,1,undirected
Gongora_Contando estaban sus rayos,Gongora_Saliéndome estotro día,26,undirected
Gongora_Contando estaban sus rayos,Gongora_Sin Leda y sin esperanza,17,undirected
Gongora_Contando estaban sus rayos,Gongora_Sobre unas altas rocas,55,undirected
Gongora_Crïábase el Albanés,Gongora_¿Quién es aquel caballero...?,1,undirected
Gongora_Crïábase el Albanés,Gongora_A vos digo, señor Tajo,7,undirected
Gongora_Crïábase el Albanés,Gongora_Al tronco de un verde mirto,163,undirected
Gongora_Crïábase el Albanés,Gongora_Aquel rayo de la guerra,2,undirected
Gongora_Crïábase el Albanés,Gongora_Arrojóse el mancebito,9,undirected
Gongora_Crïábase el Albanés,Gongora_Castillo de San Cervantes,30,undirected
Gongora_Crïábase el Albanés,Gongora_Ciego que apuntas y atinas,358,undirected
Gongora_Crïábase el Albanés,Gongora_De Tisbe y Píramo quiero,13,undirected
Gongora_Crïábase el Albanés,Gongora_Donde esclarecidamente,2,undirected
Gongora_Crïábase el Albanés,Gongora_En dos lucientes estrellas,40,undirected
Gongora_Crïábase el Albanés,Gongora_En la pedregosa orilla,27,undirected
Gongora_Crïábase el Albanés,Gongora_En un pastoral albergue,2,undirected
Gongora_Crïábase el Albanés,Gongora_Hanme dicho, hermanas,22,undirected
Gongora_Crïábase el Albanés,Gongora_La ciudad de Babilonia,4,undirected
Gongora_Crïábase el Albanés,Gongora_Manzanares, Manzanares,33,undirected
Gongora_Crïábase el Albanés,Gongora_Noble desengaño,2,undirected
Gongora_Crïábase el Albanés,Gongora_Quién pudiera dar un vuelo,9,undirected
Gongora_Crïábase el Albanés,Gongora_Saliéndome estotro día,1,undirected
Gongora_Crïábase el Albanés,Gongora_Sin Leda y sin esperanza,11,undirected
Gongora_Crïábase el Albanés,Gongora_Temo tanto los serenos,231,undirected
Gongora_Crïábase el Albanés,Gongora_Tendiendo sus blancos paños,10,undirected
Gongora_Crïábase el Albanés,Gongora_Todo se murmura,11,undirected
Gongora_Cuando la rosada Aurora,Gongora_¿Quién es aquel caballero...?,99,undirected
Gongora_Cuando la rosada Aurora,Gongora_A la fuente va, del Olmo,6,undirected
Gongora_Cuando la rosada Aurora,Gongora_A vos digo, señor Tajo,1,undirected
Gongora_Cuando la rosada Aurora,Gongora_Al pie de un álamo negro,205,undirected
Gongora_Cuando la rosada Aurora,Gongora_Aunque entiendo poco griego,94,undirected
Gongora_Cuando la rosada Aurora,Gongora_Cloris, el más bello grano,26,undirected
Gongora_Cuando la rosada Aurora,Gongora_Con su querida Amarilis,2,undirected
Gongora_Cuando la rosada Aurora,Gongora_Dejad los libros ahora,126,undirected
Gongora_Cuando la rosada Aurora,Gongora_Despuntado he mil agujas,5,undirected
Gongora_Cuando la rosada Aurora,Gongora_Diez años vivió Belerma,10,undirected
Gongora_Cuando la rosada Aurora,Gongora_En la pedregosa orilla,39,undirected
Gongora_Cuando la rosada Aurora,Gongora_Escuchadme un rato atentos,2,undirected
Gongora_Cuando la rosada Aurora,Gongora_Hanme dicho, hermanas,69,undirected
Gongora_Cuando la rosada Aurora,Gongora_Lloraba la niña,2,undirected
Gongora_Cuando la rosada Aurora,Gongora_Manzanares, Manzanares,78,undirected
Gongora_Cuando la rosada Aurora,Gongora_Murmuraban los rocines,5,undirected
Gongora_Cuando la rosada Aurora,Gongora_Pensó rendir la mozuela,40,undirected
Gongora_Cuando la rosada Aurora,Gongora_Quién pudiera dar un vuelo,9,undirected
Gongora_Cuando la rosada Aurora,Gongora_Temo tanto los serenos,68,undirected
Gongora_Cuando la rosada Aurora,Gongora_Tenemos un doctorando,147,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_¿Callaré la pena mía...?,45,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_A la fuente va, del Olmo,8,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Al campo salió, el estío,13,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Ciego que apuntas y atinas,39,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Con su querida Amarilis,52,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Contando estaban sus rayos,114,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Donde esclarecidamente,12,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_En dos lucientes estrellas,3,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_En tanto que mis vacas,139,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_En un pastoral albergue,28,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Las aguas de Carrïón,7,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Las esmeraldas en hierba,17,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Manzanares, Manzanares,32,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Minguilla la siempre bella,6,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Nace el niño y, velo a velo,161,undirected
Gongora_Cuántos silbos, cuántas voces,Gongora_Todo se murmura,91,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_Al tronco de un verde mirto,91,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_Despuntado he mil agujas,2,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_Donde esclarecidamente,49,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_En la fuerza de Almería,1,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_En los pinares de Júcar ,86,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_En tanto que mis vacas,2,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_Esperando están la rosa,300,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_Guarda corderos, zagala,335,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_La ciudad de Babilonia,4,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_Las esmeraldas en hierba,1,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_Las tres auroras que el Tajo,360,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_Levantando blanca espuma,4,undirected
Gongora_Cuatro o seis desnudos hombros,Gongora_Según vuelan por el agua,128,undirected
Gongora_De la semilla, caída,Gongora_¡Qué necio que era yo antaño...!,33,undirected
Gongora_De la semilla, caída,Gongora_¿No me bastaba el peligro...?,6,undirected
Gongora_De la semilla, caída,Gongora_A la fuente va, del Olmo,6,undirected
Gongora_De la semilla, caída,Gongora_A un tiempo dejaba el sol,7,undirected
Gongora_De la semilla, caída,Gongora_Al campo salió, el estío,60,undirected
Gongora_De la semilla, caída,Gongora_Al pie de un álamo negro,151,undirected
Gongora_De la semilla, caída,Gongora_Arrojóse el mancebito,73,undirected
Gongora_De la semilla, caída,Gongora_Aunque entiendo poco griego,35,undirected
Gongora_De la semilla, caída,Gongora_Con su querida Amarilis,9,undirected
Gongora_De la semilla, caída,Gongora_De Tisbe y Píramo quiero,68,undirected
Gongora_De la semilla, caída,Gongora_En dos lucientes estrellas,26,undirected
Gongora_De la semilla, caída,Gongora_En la fuerza de Almería,2,undirected
Gongora_De la semilla, caída,Gongora_En la pedregosa orilla,7,undirected
Gongora_De la semilla, caída,Gongora_Hermana Marica,224,undirected
Gongora_De la semilla, caída,Gongora_Ilustre ciudad famosa,21,undirected
Gongora_De la semilla, caída,Gongora_Moriste, ninfa bella,30,undirected
Gongora_De la semilla, caída,Gongora_No vengo a pedir silencio,325,undirected
Gongora_De la semilla, caída,Gongora_Noble desengaño,4,undirected
Gongora_De la semilla, caída,Gongora_Según vuelan por el agua,10,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_Aunque entiendo poco griego,7,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_Crïábase el Albanés,13,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_De la semilla, caída,68,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_Diez años vivió Belerma,13,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_En el baile del ejido,244,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_En la fuerza de Almería,1,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_En los pinares de Júcar ,371,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_La ciudad de Babilonia,352,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_Las tres auroras que el Tajo,13,undirected
Gongora_De Tisbe y Píramo quiero,Gongora_Que se nos va la pascua, mozas,203,undirected
Gongora_Dejad los libros ahora,Gongora_¿No me bastaba el peligro...?,71,undirected
Gongora_Dejad los libros ahora,Gongora_¿Quién es aquel caballero...?,49,undirected
Gongora_Dejad los libros ahora,Gongora_A un tiempo dejaba el sol,36,undirected
Gongora_Dejad los libros ahora,Gongora_Aquí entre la verde juncia,45,undirected
Gongora_Dejad los libros ahora,Gongora_Aunque entiendo poco griego,38,undirected
Gongora_Dejad los libros ahora,Gongora_Cloris, el más bello grano,105,undirected
Gongora_Dejad los libros ahora,Gongora_Cuando la rosada Aurora,126,undirected
Gongora_Dejad los libros ahora,Gongora_Desde Sansueña a París,1,undirected
Gongora_Dejad los libros ahora,Gongora_Diez años vivió Belerma,30,undirected
Gongora_Dejad los libros ahora,Gongora_En la fuerza de Almería,15,undirected
Gongora_Dejad los libros ahora,Gongora_En la pedregosa orilla,190,undirected
Gongora_Dejad los libros ahora,Gongora_Ensíllenme el asno rucio,5,undirected
Gongora_Dejad los libros ahora,Gongora_Entre los sueltos caballos,49,undirected
Gongora_Dejad los libros ahora,Gongora_Esperando están la rosa,1,undirected
Gongora_Dejad los libros ahora,Gongora_Hanme dicho, hermanas,418,undirected
Gongora_Dejad los libros ahora,Gongora_La ciudad de Babilonia,28,undirected
Gongora_Dejad los libros ahora,Gongora_Lloraba la niña,14,undirected
Gongora_Dejad los libros ahora,Gongora_Manzanares, Manzanares,18,undirected
Gongora_Dejad los libros ahora,Gongora_Saliéndome estotro día,176,undirected
Gongora_Dejad los libros ahora,Gongora_Temo tanto los serenos,5,undirected
Gongora_Desde Sansueña a París,Gongora_¡Qué necio que era yo antaño...!,88,undirected
Gongora_Desde Sansueña a París,Gongora_¿No me bastaba el peligro...?,6,undirected
Gongora_Desde Sansueña a París,Gongora_¿Quién es aquel caballero...?,384,undirected
Gongora_Desde Sansueña a París,Gongora_A la fuente va, del Olmo,1,undirected
Gongora_Desde Sansueña a París,Gongora_Al pie de un álamo negro,47,undirected
Gongora_Desde Sansueña a París,Gongora_Aunque entiendo poco griego,88,undirected
Gongora_Desde Sansueña a París,Gongora_Cloris, el más bello grano,56,undirected
Gongora_Desde Sansueña a París,Gongora_Dejad los libros ahora,1,undirected
Gongora_Desde Sansueña a París,Gongora_Despuntado he mil agujas,17,undirected
Gongora_Desde Sansueña a París,Gongora_Diez años vivió Belerma,323,undirected
Gongora_Desde Sansueña a París,Gongora_Ensíllenme el asno rucio,1,undirected
Gongora_Desde Sansueña a París,Gongora_Hermana Marica,160,undirected
Gongora_Desde Sansueña a París,Gongora_Las esmeraldas en hierba,2,undirected
Gongora_Desde Sansueña a París,Gongora_Levantando blanca espuma,1,undirected
Gongora_Desde Sansueña a París,Gongora_Murmuraban los rocines,28,undirected
Gongora_Desde Sansueña a París,Gongora_Saliéndome estotro día,7,undirected
Gongora_Desde Sansueña a París,Gongora_Servía en Orán al rey,48,undirected
Gongora_Desde Sansueña a París,Gongora_Tendiendo sus blancos paños,23,undirected
Gongora_Desde Sansueña a París,Gongora_Todo se murmura,23,undirected
Gongora_Desde Sansueña a París,Gongora_Trepan los gitanos,51,undirected
Gongora_Desde Sansueña a París,Gongora_Triste pisa, y afligido,8,undirected
Gongora_Despuntado he mil agujas,Gongora_¿Quién oyó? ,135,undirected
Gongora_Despuntado he mil agujas,Gongora_Al pie de un álamo negro,13,undirected
Gongora_Despuntado he mil agujas,Gongora_Cuando la rosada Aurora,5,undirected
Gongora_Despuntado he mil agujas,Gongora_Cuatro o seis desnudos hombros,2,undirected
Gongora_Despuntado he mil agujas,Gongora_Desde Sansueña a París,17,undirected
Gongora_Despuntado he mil agujas,Gongora_En el baile del ejido,3,undirected
Gongora_Despuntado he mil agujas,Gongora_Hanme dicho, hermanas,41,undirected
Gongora_Despuntado he mil agujas,Gongora_Hermana Marica,246,undirected
Gongora_Despuntado he mil agujas,Gongora_Manzanares, Manzanares,31,undirected
Gongora_Despuntado he mil agujas,Gongora_Pensó rendir la mozuela,53,undirected
Gongora_Despuntado he mil agujas,Gongora_Por las faldas del Atlante,12,undirected
Gongora_Despuntado he mil agujas,Gongora_Quién pudiera dar un vuelo,1,undirected
Gongora_Despuntado he mil agujas,Gongora_Saliéndome estotro día,24,undirected
Gongora_Despuntado he mil agujas,Gongora_Sin Leda y sin esperanza,1,undirected
Gongora_Despuntado he mil agujas,Gongora_Temo tanto los serenos,16,undirected
Gongora_Despuntado he mil agujas,Gongora_Tendiendo sus blancos paños,9,undirected
Gongora_Despuntado he mil agujas,Gongora_Tenemos un doctorando,116,undirected
Gongora_Despuntado he mil agujas,Gongora_Triste pisa, y afligido,364,undirected
Gongora_Diez años vivió Belerma,Gongora_¡Qué necio que era yo antaño...!,6,undirected
Gongora_Diez años vivió Belerma,Gongora_¿Quién es aquel caballero...?,86,undirected
Gongora_Diez años vivió Belerma,Gongora_Al tronco de un verde mirto,14,undirected
Gongora_Diez años vivió Belerma,Gongora_Amarrado al duro banco,10,undirected
Gongora_Diez años vivió Belerma,Gongora_Aunque entiendo poco griego,140,undirected
Gongora_Diez años vivió Belerma,Gongora_Castillo de San Cervantes,2,undirected
Gongora_Diez años vivió Belerma,Gongora_Ciego que apuntas y atinas,35,undirected
Gongora_Diez años vivió Belerma,Gongora_Cuando la rosada Aurora,10,undirected
Gongora_Diez años vivió Belerma,Gongora_De Tisbe y Píramo quiero,13,undirected
Gongora_Diez años vivió Belerma,Gongora_Dejad los libros ahora,30,undirected
Gongora_Diez años vivió Belerma,Gongora_Desde Sansueña a París,323,undirected
Gongora_Diez años vivió Belerma,Gongora_En el baile del ejido,25,undirected
Gongora_Diez años vivió Belerma,Gongora_En el caudaloso río,4,undirected
Gongora_Diez años vivió Belerma,Gongora_En tanto que mis vacas,25,undirected
Gongora_Diez años vivió Belerma,Gongora_Entre los sueltos caballos,4,undirected
Gongora_Diez años vivió Belerma,Gongora_Érase una vieja,30,undirected
Gongora_Diez años vivió Belerma,Gongora_Minguilla la siempre bella,27,undirected
Gongora_Diez años vivió Belerma,Gongora_Murmuraban los rocines,79,undirected
Gongora_Diez años vivió Belerma,Gongora_Noble desengaño,8,undirected
Gongora_Diez años vivió Belerma,Gongora_Pensó rendir la mozuela,1,undirected
Gongora_Diez años vivió Belerma,Gongora_Saliéndome estotro día,6,undirected
Gongora_Diez años vivió Belerma,Gongora_Tenemos un doctorando,212,undirected
Gongora_Diez años vivió Belerma,Gongora_Trepan los gitanos,120,undirected
Gongora_Donde esclarecidamente,Gongora_A un tiempo dejaba el sol,4,undirected
Gongora_Donde esclarecidamente,Gongora_Con su querida Amarilis,25,undirected
Gongora_Donde esclarecidamente,Gongora_Contando estaban sus rayos,5,undirected
Gongora_Donde esclarecidamente,Gongora_Crïábase el Albanés,2,undirected
Gongora_Donde esclarecidamente,Gongora_Cuántos silbos, cuántas voces,12,undirected
Gongora_Donde esclarecidamente,Gongora_Cuatro o seis desnudos hombros,49,undirected
Gongora_Donde esclarecidamente,Gongora_En el baile del ejido,97,undirected
Gongora_Donde esclarecidamente,Gongora_En los pinares de Júcar ,160,undirected
Gongora_Donde esclarecidamente,Gongora_En un pastoral albergue,325,undirected
Gongora_Donde esclarecidamente,Gongora_Entre los sueltos caballos,22,undirected
Gongora_Donde esclarecidamente,Gongora_Ilustre ciudad famosa,45,undirected
Gongora_Donde esclarecidamente,Gongora_La ciudad de Babilonia,18,undirected
Gongora_Donde esclarecidamente,Gongora_La desgracia del forzado,8,undirected
Gongora_Donde esclarecidamente,Gongora_Las redes sobre el arena,4,undirected
Gongora_Donde esclarecidamente,Gongora_Minguilla la siempre bella,4,undirected
Gongora_Donde esclarecidamente,Gongora_Nace el niño y, velo a velo,1,undirected
Gongora_Donde esclarecidamente,Gongora_Ojos eran, fugitivos,269,undirected
Gongora_Donde esclarecidamente,Gongora_Servía en Orán al rey,2,undirected
Gongora_Donde esclarecidamente,Gongora_Tendiendo sus blancos paños,7,undirected
Gongora_En dos lucientes estrellas,Gongora_¿Quién es aquel caballero...?,2,undirected
Gongora_En dos lucientes estrellas,Gongora_Al tronco de un verde mirto,7,undirected
Gongora_En dos lucientes estrellas,Gongora_Amarrado al duro banco,50,undirected
Gongora_En dos lucientes estrellas,Gongora_Aquel rayo de la guerra,1,undirected
Gongora_En dos lucientes estrellas,Gongora_Crïábase el Albanés,40,undirected
Gongora_En dos lucientes estrellas,Gongora_Cuántos silbos, cuántas voces,3,undirected
Gongora_En dos lucientes estrellas,Gongora_De la semilla, caída,26,undirected
Gongora_En dos lucientes estrellas,Gongora_En lágrimas salgan mudos,6,undirected
Gongora_En dos lucientes estrellas,Gongora_Érase una vieja,70,undirected
Gongora_En dos lucientes estrellas,Gongora_Hanme dicho, hermanas,3,undirected
Gongora_En dos lucientes estrellas,Gongora_Noble desengaño,138,undirected
Gongora_En dos lucientes estrellas,Gongora_Ojos eran, fugitivos,98,undirected
Gongora_En dos lucientes estrellas,Gongora_Por las faldas del Atlante,35,undirected
Gongora_En dos lucientes estrellas,Gongora_Saliéndome estotro día,124,undirected
Gongora_En el baile del ejido,Gongora_¿Quién oyó? ,2,undirected
Gongora_En el baile del ejido,Gongora_De Tisbe y Píramo quiero,244,undirected
Gongora_En el baile del ejido,Gongora_Despuntado he mil agujas,3,undirected
Gongora_En el baile del ejido,Gongora_Diez años vivió Belerma,25,undirected
Gongora_En el baile del ejido,Gongora_Donde esclarecidamente,97,undirected
Gongora_En el baile del ejido,Gongora_En un pastoral albergue,13,undirected
Gongora_En el baile del ejido,Gongora_Famosos son, en las armas,9,undirected
Gongora_En el baile del ejido,Gongora_Frescos airecillos,76,undirected
Gongora_En el baile del ejido,Gongora_La cítara que pendiente,141,undirected
Gongora_En el baile del ejido,Gongora_La ciudad de Babilonia,212,undirected
Gongora_En el baile del ejido,Gongora_Minguilla la siempre bella,54,undirected
Gongora_En el baile del ejido,Gongora_Nace el niño y, velo a velo,65,undirected
Gongora_En el baile del ejido,Gongora_Por las faldas del Atlante,18,undirected
Gongora_En el baile del ejido,Gongora_Según vuelan por el agua,40,undirected
Gongora_En el caudaloso río,Gongora_A un tiempo dejaba el sol,53,undirected
Gongora_En el caudaloso río,Gongora_Al tronco de un verde mirto,1,undirected
Gongora_En el caudaloso río,Gongora_Diez años vivió Belerma,4,undirected
Gongora_En el caudaloso río,Gongora_En lágrimas salgan mudos,6,undirected
Gongora_En el caudaloso río,Gongora_En los pinares de Júcar ,7,undirected
Gongora_En el caudaloso río,Gongora_Ensíllenme el asno rucio,24,undirected
Gongora_En el caudaloso río,Gongora_Entre los sueltos caballos,7,undirected
Gongora_En el caudaloso río,Gongora_Frescos airecillos,10,undirected
Gongora_En el caudaloso río,Gongora_La desgracia del forzado,8,undirected
Gongora_En el caudaloso río,Gongora_La más bella niña,14,undirected
Gongora_En el caudaloso río,Gongora_Las redes sobre el arena,358,undirected
Gongora_En el caudaloso río,Gongora_Levantando blanca espuma,2,undirected
Gongora_En el caudaloso río,Gongora_Servía en Orán al rey,5,undirected
Gongora_En el caudaloso río,Gongora_Sin Leda y sin esperanza,467,undirected
Gongora_En la fuerza de Almería,Gongora_A la fuente va, del Olmo,4,undirected
Gongora_En la fuerza de Almería,Gongora_Al tronco de un verde mirto,11,undirected
Gongora_En la fuerza de Almería,Gongora_Apeóse el caballero,35,undirected
Gongora_En la fuerza de Almería,Gongora_Con su querida Amarilis,25,undirected
Gongora_En la fuerza de Almería,Gongora_Cuatro o seis desnudos hombros,1,undirected
Gongora_En la fuerza de Almería,Gongora_De la semilla, caída,2,undirected
Gongora_En la fuerza de Almería,Gongora_De Tisbe y Píramo quiero,1,undirected
Gongora_En la fuerza de Almería,Gongora_Dejad los libros ahora,15,undirected
Gongora_En la fuerza de Almería,Gongora_Esperando están la rosa,61,undirected
Gongora_En la fuerza de Almería,Gongora_Famosos son, en las armas,409,undirected
Gongora_En la fuerza de Almería,Gongora_Frescos airecillos,2,undirected
Gongora_En la fuerza de Almería,Gongora_Guarda corderos, zagala,196,undirected
Gongora_En la fuerza de Almería,Gongora_La ciudad de Babilonia,2,undirected
Gongora_En la fuerza de Almería,Gongora_Las esmeraldas en hierba,81,undirected
Gongora_En la fuerza de Almería,Gongora_Las flores del romero,52,undirected
Gongora_En la fuerza de Almería,Gongora_Las tres auroras que el Tajo,140,undirected
Gongora_En la fuerza de Almería,Gongora_Los rayos le cuenta al sol,62,undirected
Gongora_En la fuerza de Almería,Gongora_Minguilla la siempre bella,8,undirected
Gongora_En la fuerza de Almería,Gongora_Moriste, ninfa bella,87,undirected
Gongora_En la fuerza de Almería,Gongora_Ojos eran, fugitivos,29,undirected
Gongora_En la fuerza de Almería,Gongora_Por las faldas del Atlante,4,undirected
Gongora_En la fuerza de Almería,Gongora_Saliéndome estotro día,4,undirected
Gongora_En la fuerza de Almería,Gongora_Según vuelan por el agua,139,undirected
Gongora_En la fuerza de Almería,Gongora_Tendiendo sus blancos paños,168,undirected
Gongora_En la pedregosa orilla,Gongora_¿No me bastaba el peligro...?,1,undirected
Gongora_En la pedregosa orilla,Gongora_¿Quién oyó? ,3,undirected
Gongora_En la pedregosa orilla,Gongora_A un tiempo dejaba el sol,163,undirected
Gongora_En la pedregosa orilla,Gongora_Aquel rayo de la guerra,5,undirected
Gongora_En la pedregosa orilla,Gongora_Arrojóse el mancebito,33,undirected
Gongora_En la pedregosa orilla,Gongora_Aunque entiendo poco griego,50,undirected
Gongora_En la pedregosa orilla,Gongora_Cloris, el más bello grano,64,undirected
Gongora_En la pedregosa orilla,Gongora_Crïábase el Albanés,27,undirected
Gongora_En la pedregosa orilla,Gongora_Cuando la rosada Aurora,39,undirected
Gongora_En la pedregosa orilla,Gongora_De la semilla, caída,7,undirected
Gongora_En la pedregosa orilla,Gongora_Dejad los libros ahora,190,undirected
Gongora_En la pedregosa orilla,Gongora_Escuchadme un rato atentos,1,undirected
Gongora_En la pedregosa orilla,Gongora_Frescos airecillos,78,undirected
Gongora_En la pedregosa orilla,Gongora_Hanme dicho, hermanas,51,undirected
